Base_ID,Image_ID_A_ID,NDVI_Mean_A,NDVI_Std_A,RGB_Mean_A,RGB_Std_A,VV_Mean_A,VV_Std_A,VH_Mean_A,VH_Std_A,Image_ID_B_ID,NDVI_Mean_B,NDVI_Std_B,RGB_Mean_B,RGB_Std_B,VV_Mean_B,VV_Std_B,VH_Mean_B,VH_Std_B
1009,1009A,0.5470661,0.15347455,59.773727,24.882082,112.74665,14.744185,62.272003,18.010622,1009B,0.5695162,0.15478204,56.702564,23.305838,115.2251,13.797455,65.674126,16.607014
100,100A,0.5158725,0.19771236,66.48044,35.146942,118.030174,28.754948,64.37063,28.514532,100B,0.69646955,0.1354234,44.941788,19.586742,119.605705,33.357803,68.915245,33.110027
1010,1010A,0.28676847,0.124740526,80.32938,37.11512,82.78928,20.969414,23.561897,23.047602,1010B,0.29327613,0.08615867,81.29309,32.000134,86.05198,17.397223,29.53418,19.43292
1011,1011A,0.6587931,0.13834411,41.347782,16.699215,126.85437,11.791436,76.48586,10.823705,1011B,0.6588689,0.12413166,44.837757,17.590477,128.15698,11.465999,78.01237,10.872127
1012,1012A,0.6064452,0.081967786,37.13302,9.822352,130.28972,11.463982,73.8495,11.713058,1012B,0.5947585,0.08010199,38.32915,10.117346,126.21442,12.094407,71.19794,12.049774
1013,1013A,0.44015726,0.20370238,52.376904,34.24652,126.95343,55.93359,55.80185,47.61641,1013B,0.44296423,0.21064077,55.034725,36.956062,141.30016,60.05708,75.43052,53.251087
1014,1014A,0.52308774,0.17378366,80.351234,27.96557,120.54281,12.427579,50.31135,18.354475,1014B,0.5011311,0.18271033,78.93052,25.828325,119.341675,15.580784,49.61664,19.933249
1015,1015A,0.5820153,0.15371981,50.44754,21.992964,112.80239,12.8699465,57.31357,14.875946,1015B,0.6244122,0.16395943,46.01836,18.437729,113.381676,12.828017,56.853756,14.694253
1016,1016A,0.42818713,0.104454644,83.3894,27.954193,104.97201,12.126027,57.094387,14.157478,1016B,0.44548374,0.10194597,79.7524,26.047436,107.83136,13.122544,57.492214,15.120741
1017,1017A,0.65449655,0.06960165,47.649734,12.231348,141.06883,9.4065275,86.435814,9.316291,1017B,0.6492565,0.07406484,47.518127,12.523743,140.748,9.179078,86.80715,9.473092
1018,1018A,0.53093344,0.16889693,75.49621,41.807503,111.89734,16.047115,61.169933,19.187027,1018B,0.48084977,0.14981265,80.93517,44.28018,116.37671,15.275211,67.72149,17.69591
1019,1019A,0.854584,0.08370052,18.405252,10.926537,152.50906,38.219612,92.76823,35.487194,1019B,0.72163904,0.12644939,33.13478,16.226126,151.27306,46.185978,93.01585,39.24511
101,101A,0.78942144,0.031774886,38.964523,12.852629,139.30069,9.646522,84.63398,8.706375,101B,0.7907472,0.03498389,37.958485,12.545132,138.66768,9.527958,83.93603,8.699799
1020,1020A,0.3621328,0.16478881,72.57537,19.854677,111.16952,16.336617,38.82302,19.82615,1020B,0.33605948,0.16082594,72.93838,20.696136,117.04895,19.522001,46.280346,21.16259
1021,1021A,0.5002145,0.13979425,74.05109,28.023584,118.45345,18.790123,70.61683,23.364365,1021B,0.48821267,0.20857634,68.73806,20.54262,119.26453,22.68192,72.28119,22.913738
1022,1022A,0.40687552,0.2025786,86.757996,43.407154,118.25714,20.922813,61.305115,25.89256,1022B,0.48489988,0.15659794,65.11774,21.863499,126.53408,16.992199,70.24317,19.498158
1023,1023A,0.87076193,0.02302468,22.436121,8.83286,147.74356,12.253014,93.99239,12.014111,1023B,0.8635404,0.058115177,23.76644,11.272136,147.29826,13.214513,93.922585,12.711112
1024,1024A,0.38615724,0.21916473,72.74055,38.256313,104.507904,30.297436,49.663807,29.169209,1024B,0.3155784,0.16304947,91.73172,42.642094,101.58614,20.439785,38.986515,25.67281
1025,1025A,0.45315692,0.09075693,61.761494,21.40489,105.94101,10.617876,51.38687,12.810151,1025B,0.34373206,0.06144269,73.740204,21.74489,95.79297,10.41501,38.57017,12.678096
1026,1026A,0.45418796,0.1312046,61.94601,18.783033,144.1002,16.537636,92.451324,17.198448,1026B,0.45405754,0.14022307,62.525288,19.43628,144.24142,18.906124,92.39071,19.788628
1027,1027A,0.56948626,0.38249952,21.669243,14.235533,123.86615,32.65138,81.01269,32.204594,1027B,0.687354,0.29765072,27.146097,14.14341,131.3961,25.0056,87.83024,24.656199
1028,1028A,0.49858513,0.089011684,52.44699,14.952313,129.38884,11.390603,76.12598,12.274742,1028B,0.5519962,0.09728227,49.345203,14.182138,131.5519,10.546995,78.158775,11.3606615
1029,1029A,0.3905455,0.07992731,71.118706,17.903635,117.66361,10.918923,61.780598,12.88299,1029B,0.3818316,0.06641522,70.04044,17.520164,112.567566,9.963871,55.508007,11.443997
102,102A,0.40870738,0.107075796,52.804585,21.360138,106.36084,16.382835,52.028015,18.837364,102B,0.39077854,0.15774247,58.78735,30.89008,104.57676,18.09161,48.47887,18.456656
1030,1030A,0.40432954,0.15449567,74.655174,24.469109,130.32658,16.976578,59.90976,21.947227,1030B,0.46334165,0.15725715,65.221436,21.289822,135.8153,17.332493,71.09829,18.354586
1031,1031A,0.4096872,0.07886872,62.242916,23.845774,93.14691,13.542936,41.980682,16.11757,1031B,0.4268149,0.068889216,58.601562,22.067972,93.4082,13.104171,42.89027,15.90539
1032,1032A,0.8358166,0.018698372,26.365997,7.0708327,141.6422,9.337655,88.17844,9.5829,1032B,0.83441675,0.017325304,26.042242,6.81832,143.10655,9.070931,89.931496,9.198661
1033,1033A,0.68652856,0.19660753,41.903038,26.78869,134.37506,37.11116,80.672554,34.807327,1033B,0.7296847,0.2303215,35.532013,22.770897,133.68683,43.710136,80.44257,40.283543
1034,1034A,0.61029994,0.16065978,49.64911,21.74529,133.25142,13.112392,79.24002,14.370618,1034B,0.61445904,0.14123902,51.602448,18.590145,133.46199,12.116376,79.92798,13.7032585
1035,1035A,0.27703154,0.15825593,105.133156,51.01758,110.07322,15.926904,49.550125,21.336994,1035B,0.3172369,0.16775146,97.31536,47.0026,112.56344,15.465169,52.905094,20.895668
1036,1036A,0.39379662,0.10691835,76.275665,23.810478,131.92609,17.059408,70.8496,18.765345,1036B,0.38658786,0.11603883,76.54367,25.714115,136.80641,13.694686,77.2806,14.831917
1037,1037A,0.6033069,0.10371407,39.565006,13.857851,134.04112,20.688509,78.12876,20.20161,1037B,0.5562743,0.12605047,45.013092,18.721117,130.00546,20.703922,74.03378,21.453707
1038,1038A,0.5170779,0.08134572,59.63486,15.094847,100.44941,13.941493,50.88925,17.141901,1038B,0.55963016,0.08698526,61.317455,16.221352,96.51119,14.8204775,48.850723,17.64538
1039,1039A,0.41989717,0.14456126,53.038555,23.041916,95.84226,20.89188,40.665398,25.497276,1039B,0.434867,0.17648923,51.94691,22.915834,87.330345,19.32203,30.442728,22.37171
103,103A,0.29497162,0.12733161,103.80306,32.52313,111.28912,15.59119,54.546356,21.147295,103B,0.28913316,0.12823705,103.470375,33.415127,117.43046,19.71333,59.617413,19.997038
1040,1040A,0.48172647,0.17164163,46.15947,21.159685,128.1515,20.091602,80.26205,20.109602,1040B,0.55105215,0.15880525,47.205708,23.08811,132.71758,19.205011,83.425934,18.87744
1041,1041A,0.86635494,0.01730651,21.773672,8.287731,144.80298,10.033168,90.36846,9.791486,1041B,0.86225414,0.024596132,22.89183,9.142239,142.91162,11.193438,88.27814,10.96679
1042,1042A,0.17889425,0.07367658,159.13515,44.759045,55.556763,19.741796,4.716629,9.640058,1042B,0.16982724,0.059440225,154.06154,40.609962,48.658325,19.767809,3.6793175,8.711254
1043,1043A,0.6956991,0.15419872,37.90816,16.528532,103.66105,15.480778,48.943714,15.185041,1043B,0.77704597,0.14225161,31.959799,16.443682,105.57367,18.460917,51.209934,17.338943
1044,1044A,0.7150108,0.13260081,46.391388,20.38417,116.92678,21.177523,61.269318,17.815475,1044B,0.65272474,0.17341082,50.501846,25.749386,128.26808,26.492945,72.01117,23.836811
1045,1045A,0.13626176,0.052979615,167.96199,44.154587,93.371864,22.527164,3.229416,7.449308,1045B,0.2998643,0.09960788,127.60388,35.64985,93.256386,16.303205,11.621639,13.408093
1046,1046A,0.37959027,0.23968266,56.16524,25.201965,114.80465,17.908802,49.239655,23.18523,1046B,0.49082837,0.26549453,50.513172,25.129213,116.21024,19.036974,54.351826,24.22392
1047,1047A,0.406554,0.14939027,68.41663,20.849606,114.53556,18.643986,57.97,23.699081,1047B,0.5490053,0.11703051,53.70607,14.229951,128.36491,15.364922,75.50825,17.114824
1048,1048A,0.5773339,0.0703371,45.37817,13.46781,131.12518,6.4991007,85.36285,6.9713745,1048B,0.55312026,0.08461713,48.54479,17.048758,130.4305,7.4514685,84.307755,8.336645
1049,1049A,0.5507506,0.37595424,49.54868,21.6893,128.96698,39.06245,73.858154,32.99544,1049B,0.4803069,0.34620875,56.61878,23.246195,125.14846,39.004017,73.775406,32.00395
104,104A,0.6642585,0.08903616,39.864056,13.303807,130.94354,11.186781,85.46824,10.875979,104B,0.6442241,0.20322023,38.22395,13.685027,130.17767,24.057741,85.321915,19.985695
1050,1050A,0.8576598,0.020292863,20.61045,7.2556095,147.02179,17.175451,91.07844,16.494598,1050B,0.85899,0.028999403,20.624384,7.6842403,149.00497,17.126032,92.839806,16.343136
1051,1051A,0.37003386,0.19347772,79.823784,53.42824,119.092445,18.342743,61.5461,21.663385,1051B,0.37751862,0.2070584,76.49522,52.74801,120.687004,18.678087,62.72523,22.089201
1052,1052A,0.57162553,0.10491609,52.809185,13.515645,129.17354,10.782261,78.883095,11.199945,1052B,0.6293421,0.10787356,48.89592,13.991969,132.39499,12.811749,80.94056,12.683686
1053,1053A,-0.043001287,0.3317908,73.26939,50.688946,94.77184,55.909904,40.541035,38.580967,1053B,0.3581113,0.25870892,72.57925,40.21991,119.33438,26.320751,68.64351,27.505579
1054,1054A,0.4529025,0.16467746,61.88316,20.267218,132.05666,22.112759,77.84359,21.578592,1054B,0.43618834,0.16378488,69.967995,27.24746,129.96599,22.46719,73.71395,23.626345
1055,1055A,0.6362761,0.12162368,58.530064,21.162119,111.255005,16.481384,60.106335,16.874966,1055B,0.62528473,0.12902696,60.309772,21.72454,108.68746,16.52468,57.39723,17.38157
1056,1056A,0.65839046,0.14881465,47.345562,21.63702,129.40468,11.874573,80.48617,12.273221,1056B,0.7057042,0.13324909,42.5472,19.81537,133.02087,10.213395,83.80462,10.337896
1057,1057A,0.57030725,0.16984439,54.136646,16.325523,140.37247,13.762109,81.97361,15.571277,1057B,0.47181398,0.18732269,57.77356,16.20871,140.91191,17.529682,81.81252,19.31402
1058,1058A,0.4355252,0.18809555,65.50805,28.96172,104.04159,22.126862,51.637012,24.779488,1058B,0.40883267,0.1773372,67.856155,29.781635,102.44834,22.829323,48.315018,24.819544
1059,1059A,0.5703858,0.19474413,49.84509,23.558592,126.53442,20.035751,65.46235,20.322153,1059B,0.5834024,0.20815219,54.83196,25.406124,127.765724,17.077248,62.134357,16.81371
105,105A,0.5812372,0.0835953,24.065645,12.590006,144.46484,19.252829,67.44182,13.4451475,105B,0.68688035,0.07118024,38.51988,15.5337925,111.27187,19.4117,44.794174,28.95907
1060,1060A,0.50503737,0.17252117,65.805534,22.13927,117.14099,17.46174,55.049274,24.629498,1060B,0.53117216,0.16252623,61.41572,21.973154,118.37362,17.474443,55.483612,24.808401
1061,1061A,0.20404187,0.5770914,29.543386,15.449013,91.4448,49.143047,42.19853,33.07106,1061B,0.18651265,0.65872675,30.905443,18.67304,92.9964,49.608234,45.573105,34.378468
1062,1062A,0.5134109,0.09095984,41.970657,15.100092,116.60331,18.630215,61.131836,17.982115,1062B,0.5022706,0.08297569,40.98816,14.038353,112.77786,16.315214,57.19289,16.102566
1063,1063A,0.4174894,0.13323736,72.88116,29.828552,114.80538,17.77834,51.472153,15.715843,1063B,0.4509954,0.14702958,70.18894,30.659454,114.45814,18.83448,50.80934,17.172604
1064,1064A,0.31928483,0.21016121,71.14756,41.530544,104.47991,19.27956,40.608685,25.570065,1064B,0.22054602,0.14162213,84.20575,36.551544,102.10087,19.439512,34.13265,22.9894
1065,1065A,0.4869586,0.09989977,51.27809,14.547205,114.4989,22.258923,58.253475,25.841776,1065B,0.46262553,0.08256615,46.357464,14.110794,123.32407,20.333582,67.36489,22.505009
1066,1066A,0.6009895,0.079719864,53.24503,12.829004,115.6449,13.209704,61.09372,14.463613,1066B,0.57485706,0.09431603,51.710255,10.823088,108.49243,16.83355,52.62715,16.99444
1067,1067A,0.8097886,0.061046835,29.658922,9.564404,147.58995,21.90119,92.824554,21.196476,1067B,0.8111087,0.054254994,29.78771,10.0503845,137.65439,25.313406,84.7119,24.214533
1068,1068A,0.49189425,0.20878905,60.511562,30.957554,115.61859,22.684795,59.49268,24.330912,1068B,0.49971396,0.19870093,60.48601,28.79128,115.81549,21.369999,61.04784,22.536598
1069,1069A,0.23965432,0.19013453,136.74236,67.17858,93.42007,23.500196,34.71144,24.854826,1069B,0.17907247,0.12401717,151.31252,58.381172,90.45222,24.813814,26.771387,22.71689
106,106A,0.33281687,0.12145945,56.446995,26.04686,85.39255,18.681675,27.976746,21.046146,106B,0.2752145,0.14252244,62.674774,26.756027,81.46781,21.057573,17.107533,21.895039
1070,1070A,0.4193989,0.18855953,67.362526,33.946423,123.46563,24.415565,69.22864,22.960657,1070B,0.56328714,0.20925015,48.534836,28.362455,122.53272,19.22955,71.769714,19.755644
1071,1071A,0.48262557,0.11889215,42.960873,14.753522,124.702324,19.098783,70.14995,19.211092,1071B,0.49454826,0.121404864,41.59035,12.903696,129.75487,20.60885,76.677246,19.817621
1072,1072A,0.70190704,0.07033006,32.489132,9.968719,134.08101,11.809452,79.50292,11.152,1072B,0.71092886,0.07189636,30.156706,8.601068,134.07701,11.372819,78.63995,10.57985
1073,1073A,0.8850433,0.032665532,27.30105,9.65338,130.96797,25.065815,75.799904,24.471663,1073B,0.8866993,0.03164266,27.58243,9.8676605,133.70943,25.192345,78.42349,24.261257
1074,1074A,0.6443816,0.23196541,48.31603,29.043642,136.69914,16.710587,83.76071,13.925475,1074B,0.58840144,0.24699038,53.44779,31.52447,135.47142,20.019331,80.82812,16.832392
1075,1075A,0.43850297,0.20927083,37.923275,20.489927,118.64384,16.102732,43.294445,21.235762,1075B,0.5082302,0.2028412,40.19132,17.158566,117.77334,18.160553,40.890373,19.998295
1076,1076A,0.7426021,0.04402466,26.532913,7.0381966,145.08147,14.499875,90.9428,14.234337,1076B,0.7595024,0.03759695,25.015228,6.593888,145.46861,14.365639,90.69242,14.089356
1077,1077A,0.40216392,0.06592892,71.27216,25.32407,109.47021,9.859313,49.381012,12.625101,1077B,0.39723358,0.10535139,68.90501,29.623104,113.494446,10.746769,54.15015,15.257487
1078,1078A,0.6158397,0.13778226,54.006863,18.871136,135.38957,15.895414,81.49563,15.0686,1078B,0.71653426,0.09453032,42.63639,14.36933,141.27953,18.787674,87.19088,17.03011
1079,1079A,0.78253603,0.21195714,31.502104,16.467764,128.36409,19.374063,71.92584,16.617943,1079B,0.7345894,0.24102175,33.961338,19.706648,124.44108,17.46891,68.17213,17.161652
107,107A,0.59259385,0.1137253,47.96065,18.461824,110.57311,16.449118,52.50893,16.571995,107B,0.5738306,0.1283638,50.15697,22.003351,110.01184,16.604118,51.290115,17.030123
1080,1080A,0.26667237,0.16408174,94.16836,43.286076,99.53568,19.71727,29.311752,24.549019,1080B,0.4041657,0.23012379,75.50042,39.790398,106.05825,19.184645,42.942623,24.303408
1081,1081A,0.73442686,0.04196043,34.817253,9.834365,137.34007,6.089493,89.89652,6.489609,1081B,0.71384346,0.053395767,36.19339,10.810823,136.90227,6.268625,89.87441,6.770534
1082,1082A,0.7938807,0.026565628,20.77141,9.7265835,146.22212,14.999314,90.95062,14.777291,1082B,0.798081,0.025349243,19.031649,10.123095,147.71964,14.362,92.43982,14.068141
1083,1083A,0.36089933,0.13049208,76.34585,34.708492,122.87983,20.338715,73.440834,23.03554,1083B,0.60619986,0.16512659,44.18034,19.586384,130.56871,14.864345,83.59167,14.687873
1084,1084A,0.70323634,0.128208,42.16863,15.449195,108.56928,13.086003,52.93808,14.106805,1084B,0.6889538,0.11517028,43.58414,14.796415,106.52758,12.609297,50.676376,14.829348
1085,1085A,0.42009634,0.22775166,82.144936,49.148098,103.144646,22.097668,46.40085,25.608938,1085B,0.40061826,0.17558663,75.88702,34.296555,105.18107,14.70891,48.30657,17.68448
1086,1086A,0.29547417,0.17866607,65.255875,27.03949,96.22521,18.736624,30.792603,21.01383,1086B,0.25440615,0.112988696,63.225346,23.922544,86.94509,16.488842,19.600307,18.446894
1087,1087A,0.6105193,0.16194849,56.82202,24.238146,123.03353,18.051998,71.61129,18.438353,1087B,0.66321075,0.14145568,48.58668,20.154215,127.516594,20.77674,76.38819,20.089304
1088,1088A,0.5112598,0.15416601,53.507507,29.5709,121.598,16.09887,72.570404,19.967081,1088B,0.37952274,0.13748206,76.53719,34.936897,106.983315,16.59543,54.478134,21.740337
1089,1089A,0.26097405,0.17906025,127.755165,45.245354,118.59009,25.74908,51.963963,27.550491,1089B,0.2499491,0.18515965,136.87125,50.60282,105.76208,30.923695,42.41322,29.032763
108,108A,0.3163852,0.140855,102.801445,39.02575,104.46865,16.433952,35.822124,19.932867,108B,0.31593567,0.12426195,110.06515,41.99009,103.96145,16.586014,40.016533,20.825905
1090,1090A,0.63782966,0.1266744,43.320896,20.465593,94.308266,13.70707,43.681686,16.173216,1090B,0.555621,0.12204525,52.292805,18.460342,100.57137,15.382442,47.5524,15.335551
1091,1091A,0.43364906,0.13068588,49.36464,23.140524,124.07925,15.960318,76.6398,18.051037,1091B,0.4809362,0.14696622,47.931194,22.8665,124.64569,15.613353,76.362526,18.502356
1092,1092A,0.6632753,0.028577039,51.022053,8.428131,142.29985,7.5235953,96.68928,7.916209,1092B,0.66743666,0.034483403,49.10719,7.8749967,143.42178,7.937973,97.8313,8.217857
1093,1093A,0.4456702,0.1062108,56.624542,16.593557,117.48169,15.903305,61.605946,18.76902,1093B,0.4750933,0.13331701,56.918865,21.709795,110.70512,21.238953,54.085224,25.076319
1094,1094A,0.4419027,0.18038361,56.96187,20.87999,87.682434,12.306356,13.575695,15.093061,1094B,0.34394228,0.14778674,60.085735,20.96015,91.34393,14.43466,12.736477,13.712476
1095,1095A,0.37993497,0.09501922,67.79263,8.12877,134.10077,16.973791,79.847115,16.04649,1095B,0.31888223,0.11663271,69.3493,9.969408,126.70359,17.965878,74.289314,16.279922
1096,1096A,0.6448485,0.15951422,36.01869,18.140467,114.82803,17.053724,59.06523,19.384174,1096B,0.66095173,0.16793184,36.637928,21.788557,114.30189,16.9305,59.5125,17.331648
1097,1097A,0.5261226,0.13711542,47.417576,28.435926,116.738525,17.10892,62.81047,16.311178,1097B,0.5557834,0.099022955,41.300285,17.359892,117.66105,17.352488,63.798473,15.117918
1098,1098A,0.33911544,0.12835036,62.559742,16.825811,116.9576,14.933821,63.788807,18.489826,1098B,0.34813738,0.13302557,64.873955,17.979607,117.6362,16.82906,63.48794,21.408882
1099,1099A,0.18331194,0.11828818,132.30162,48.69891,130.35614,34.824493,61.527462,32.52808,1099B,0.22924075,0.14469677,135.04022,49.215668,115.618835,27.08389,53.30751,28.443813
109,109A,0.4226465,0.13851164,43.08496,11.298146,110.40688,18.315916,54.52185,21.577354,109B,0.39553872,0.19731583,41.084034,11.337282,108.17658,21.382822,51.95465,25.749735
10,10A,0.5764756,0.2914115,43.845234,26.984377,117.47405,24.298124,65.81116,22.682747,10B,0.72806513,0.17058788,34.41431,24.322115,127.778114,23.336874,77.24826,22.443817
110,110A,0.21901178,0.09752809,148.74669,50.184837,81.93735,37.677822,21.612213,24.705896,110B,0.2425603,0.10515899,146.06224,53.645264,91.13332,33.073654,25.419367,24.63113
111,111A,0.5106045,0.1514881,36.030537,11.014024,119.437675,17.931023,64.15122,20.37203,111B,0.5124316,0.2002544,36.614445,13.18822,120.75382,19.62346,66.052605,21.614283
112,112A,0.58787835,0.13495621,62.267975,21.024092,113.30991,11.631899,55.839157,15.863265,112B,0.5832181,0.122725755,63.179565,21.51559,111.00366,12.296128,52.446003,17.29693
113,113A,0.71277964,0.10960075,45.118885,17.778229,92.91195,13.372116,39.21758,14.695479,113B,0.7273538,0.12841904,45.699635,20.568089,92.84482,16.918396,40.78448,18.895151
114,114A,0.6154074,0.07659502,41.246784,9.367746,123.5306,17.108757,75.90886,10.08131,114B,0.46509838,0.046027675,35.72669,9.381289,158.75471,16.873434,80.806984,10.684043
115,115A,0.3762312,0.30077443,87.588905,50.21832,114.25144,30.960169,55.18089,41.51449,115B,0.37509823,0.23193206,90.387,46.627426,121.97431,18.62722,58.264435,24.178604
116,116A,0.8434309,0.01946076,25.944223,7.1284804,145.60803,10.249839,92.49497,10.211585,116B,0.8490709,0.019315427,25.33483,7.127741,145.86827,9.77336,92.7123,9.782437
117,117A,0.54279786,0.19080423,50.0014,31.597233,111.39112,17.346264,55.550312,21.669842,117B,0.49606305,0.19762482,51.992706,28.753048,110.32837,17.850803,51.909008,21.22156
118,118A,0.4453733,0.08261476,44.159107,8.339309,95.19785,17.781422,37.29733,21.237425,118B,0.42922708,0.12033482,47.250805,10.28393,104.912964,18.966455,46.060955,24.824738
119,119A,0.70922536,0.09660785,45.251526,17.248478,111.5947,15.264274,56.15343,17.745533,119B,0.73947465,0.094853535,42.99704,20.27302,112.11661,17.643053,54.176235,21.869165
11,11A,0.31317246,0.09993397,89.434364,33.554657,97.98862,14.803543,41.1467,16.93382,11B,0.4069281,0.104798846,71.64577,27.065432,105.69758,14.400875,51.75649,17.199024
120,120A,0.7178469,0.113922715,35.791172,13.385965,92.13513,17.940783,36.344486,18.681696,120B,0.73852086,0.13471363,37.039574,17.110638,95.525085,23.222115,36.67146,20.007057
121,121A,0.66499925,0.072146215,31.261465,8.804816,140.35326,10.294043,87.68221,10.152259,121B,0.65049815,0.08513084,32.24852,9.514735,139.8333,10.601066,87.69662,10.706642
122,122A,0.46136165,0.290683,68.25489,29.892685,117.59778,35.98832,58.555267,28.252176,122B,0.25276536,0.39864036,59.203236,32.54718,91.0978,53.173378,41.284187,36.905727
123,123A,0.7992319,0.10444358,37.286316,15.5964775,144.80463,12.226021,90.13546,11.792896,123B,0.804221,0.10944649,35.679295,16.399227,147.99309,15.44928,89.78867,16.35817
124,124A,0.49152008,0.18766065,80.72486,33.27886,126.680115,18.275118,67.57189,20.577942,124B,0.6082821,0.15748775,60.546978,26.42871,137.59193,20.390059,81.6846,21.33219
125,125A,0.70799804,0.070274666,36.20991,10.212262,129.85863,30.07231,78.098045,27.359837,125B,0.71228564,0.06734892,36.52712,10.337446,138.39717,30.153288,86.67216,26.818392
126,126A,0.055953365,0.37614533,39.003407,32.2511,46.014584,43.80135,17.92117,28.1514,126B,0.55146503,0.2992959,49.092075,36.03887,103.754295,39.394768,58.779064,29.640354
127,127A,0.30579165,0.07177484,121.60207,34.144554,94.20011,10.695416,19.939903,15.082818,127B,0.34109622,0.058382906,105.086876,25.82155,90.496315,12.02198,23.481012,14.2370825
128,128A,0.24744096,0.16103297,78.78798,37.803047,154.02681,41.120663,87.882935,35.598335,128B,0.20873368,0.130178,80.29913,32.75675,161.6129,39.623,92.753334,35.03644
129,129A,0.4929254,0.10933465,48.95935,18.752821,115.534386,16.607475,59.875484,18.21009,129B,0.4399983,0.114038855,54.502487,20.385885,116.540344,20.635727,59.505016,21.808493
12,12A,0.6101785,0.20160222,48.85906,35.91962,102.201454,23.79915,44.77547,24.21475,12B,0.5681588,0.20086858,47.341305,27.115421,108.47483,19.758656,51.92334,19.486214
130,130A,0.2582877,0.094101705,60.56506,23.16745,129.29602,27.237362,67.92062,23.28705,130B,0.2541584,0.07491543,63.72955,23.763481,123.46873,24.429594,63.999058,20.25046
131,131A,0.61695087,0.15106268,43.070477,19.033646,133.46425,14.053513,83.17869,14.282718,131B,0.55505383,0.1269588,54.480865,20.871359,125.908806,11.986346,73.354416,13.753646
132,132A,0.5896404,0.20486443,51.849903,27.592064,120.92655,23.399677,68.903465,24.848505,132B,0.5282464,0.18669875,56.823868,27.234577,115.82534,19.716904,63.212055,21.605764
133,133A,0.44333458,0.102319784,50.315746,23.138084,80.40529,44.274376,20.446812,31.586245,133B,0.5093595,0.15350561,41.748672,21.689669,109.79467,52.320328,50.605896,48.903015
134,134A,0.5435175,0.12785205,60.668316,21.385925,96.50903,16.525942,43.23601,21.250877,134B,0.55458987,0.14949408,57.61566,24.158916,97.82259,17.607798,44.852863,21.755201
135,135A,0.6455677,0.16670911,52.951324,25.36518,130.81187,28.286224,71.822784,24.22351,135B,0.63994324,0.18893628,53.01637,24.572956,122.891014,34.5841,66.34341,26.2345
136,136A,0.48545772,0.13319047,65.428154,25.885117,141.25468,33.755566,89.83514,31.342329,136B,0.3264333,0.12154474,109.45217,48.45185,117.17739,16.903166,62.6615,19.998728
137,137A,0.64389074,0.37189677,27.064306,15.081661,122.92377,45.126778,74.1298,36.62932,137B,0.667843,0.37231115,26.804955,13.628387,126.25714,44.97115,78.32135,36.0825
138,138A,0.38106665,0.14088759,70.16472,25.93808,111.97912,17.427732,43.565247,24.181684,138B,0.29887018,0.3725011,62.29164,19.267746,103.39484,34.116135,39.880363,25.39306
139,139A,0.7726567,0.15211374,20.85255,19.114632,129.2199,21.866943,78.81772,22.66601,139B,0.82867837,0.13407432,16.356768,15.614854,124.47831,23.708723,74.5085,23.806417
13,13A,-0.29456496,0.07073437,56.52144,23.670883,51.57594,8.186248,0.0,0.0,13B,-0.43968743,0.07961986,79.35738,35.56788,53.955856,10.9627495,0.0,0.0
